# Rime user dictionary
#@/db_name	clover.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	1363
#@/user_id	myrimedata-windows
a 	啊	c=4 d=0.585669 t=1363
pai song 	派送	c=3 d=0.408147 t=1363
pai song zhong 	派送中	c=1 d=0.128735 t=1363
pai zhao 	牌照	c=2 d=0.0649361 t=1363
pei xun 	培训	c=2 d=0.17302 t=1363
pei zhe 	陪着	c=2 d=1.55372 t=1363
pei zhi 	配置	c=8 d=3.24687 t=1363
peng dao 	碰到	c=2 d=0.210273 t=1363
pi shang 	披上	c=2 d=0.381231 t=1363
pi zai 	披在	c=0 d=0.067032 t=1363
pi zai liang jian 	披在两件	c=1 d=0.67368 t=1363
pian 	片	c=2 d=0.160518 t=1363
piao liang 	漂亮	c=1 d=1 t=1363
ping ban 	平板	c=4 d=1.24062 t=1363
ping mu 	屏幕	c=2 d=0.312125 t=1363
pu tong 	普通	c=2 d=0.0351071 t=1363
qi 	其	c=1 d=0.932394 t=1363
qi 	器	c=2 d=1.14528 t=1363
qi dong 	启动	c=6 d=2.1766 t=1363
qi fen 	气氛	c=2 d=0.0575932 t=1363
qi ta 	其他	c=6 d=0.312713 t=1363
qi xing 	七星	c=2 d=1.42711 t=1363
qi xing zhen 	七星阵	c=4 d=2.66373 t=1363
qi ye men hu 	企业门户	c=1 d=0.439972 t=1363
qian 	钱	c=2 d=0.017875 t=1363
qian duan shi jian 	前段时间	c=3 d=0.0352116 t=1363
qiang 	强	c=0 d=0.000918669 t=1363
qiang 	抢	c=2 d=0.0186045 t=1363
qiang 	枪	c=4 d=3.47876 t=1363
qiang bu dao 	抢不到	c=2 d=0.0182361 t=1363
qiang fa 	枪法	c=2 d=1.72573 t=1363
qiao 	巧	c=2 d=0.625408 t=1363
qiao 	桥	c=1 d=0.313027 t=1363
qiao mo sheng 	桥陌生	c=1 d=0.011109 t=1363
qiao qiao 	悄悄	c=1 d=0.694096 t=1363
qiao qiao di 	悄悄地	c=1 d=0.631284 t=1363
qin 	亲	c=2 d=0.0167501 t=1363
qin qin 	亲亲	c=8 d=5.7321 t=1363
qing 	请	c=3 d=0.223447 t=1363
qing dao 	青岛	c=4 d=1.07249 t=1363
qing dao di qu 	青岛地区	c=0 d=0.0460704 t=1363
qing dao di qu da da 	青岛地区大大	c=1 d=0.463013 t=1363
qing du 	轻度	c=2 d=0.085064 t=1363
qu 	区	c=2 d=0.149831 t=1363
qu 	去	c=3 d=0.225727 t=1363
qu 	取	c=1 d=0.08291 t=1363
quan 	全	c=1 d=0.467599 t=1363
quan jia 	全家	c=4 d=0.631051 t=1363
quan tao 	全套	c=2 d=0.00933158 t=1363
quan xie tong 	全协同	c=1 d=0.425283 t=1363
que 	却	c=3 d=1.9833 t=1363
que bao 	确保	c=2 d=0.141656 t=1363
que shi 	确实	c=4 d=0.114972 t=1363
ran hou 	然后	c=2 d=1.35751 t=1363
ran zhi 	然之	c=1 d=0.429557 t=1363
rang 	让	c=5 d=1.3702 t=1363
rang qi 	让其	c=2 d=1.2222 t=1363
rang ta 	让他	c=2 d=0.326492 t=1363
ren 	人	c=2 d=0.0543351 t=1363
ren gong 	人工	c=10 d=0.0718437 t=1363
ren he 	任何	c=2 d=0.14308 t=1363
ren shi 	认识	c=2 d=1.10037 t=1363
ren shi wo 	人是我	c=1 d=0.546074 t=1363
ren wu 	任务	c=2 d=1.67473 t=1363
reng ran 	仍然	c=2 d=0.139547 t=1363
ri chang 	日常	c=2 d=0.277692 t=1363
ri ji 	日记	c=2 d=1.62523 t=1363
ru guo 	如果	c=2 d=0.138159 t=1363
ru he 	如何	c=4 d=1.14005 t=1363
ruan jian 	软件	c=2 d=0.23827 t=1363
sa 	撒	c=1 d=0.17462 t=1363
sa di fang 	撒地方	c=1 d=0.158817 t=1363
sao lian 	扫脸	c=2 d=0.53028 t=1363
sha 	啥	c=2 d=0.750525 t=1363
sha shi 	啥事	c=1 d=0.00486543 t=1363
shan chu 	删除	c=2 d=0.295422 t=1363
shang 	上	c=11 d=2.04336 t=1363
shang ban le 	上班了	c=1 d=0.0317456 t=1363
shang chuan 	上传	c=8 d=1.26642 t=1363
shang gang 	上岗	c=2 d=0.0584636 t=1363
shang men 	上门	c=2 d=0.0165834 t=1363
shang pin 	商品	c=4 d=1.79285 t=1363
shao 	烧	c=1 d=0.0161538 t=1363
shao zi 	哨子	c=2 d=1.88825 t=1363
she bei 	设备	c=4 d=1.01655 t=1363
she hui 	社会	c=0 d=0.012307 t=1363
she hui zi 	社会梓	c=1 d=0.123687 t=1363
she zhi 	设置	c=30 d=9.55925 t=1363
shei 	谁	c=4 d=0.388645 t=1363
shei da de 	谁打得	c=1 d=0.100259 t=1363
shei qu 	谁去	c=6 d=0.584577 t=1363
shen fen zheng 	身份证	c=2 d=0.0403828 t=1363
shen me 	什么	c=2 d=0.279612 t=1363
shen shang 	身上	c=2 d=1.60103 t=1363
shen ti 	身体	c=2 d=0.0281741 t=1363
shen zi 	身子	c=2 d=0.0299163 t=1363
sheng 	声	c=2 d=1.22832 t=1363
sheng 	生	c=3 d=2.02458 t=1363
sheng 	省	c=2 d=1.76059 t=1363
sheng chu 	升出	c=1 d=0.878095 t=1363
sheng xia 	剩下	c=1 d=0.0131597 t=1363
shi 	事	c=4 d=0.206097 t=1363
shi 	式	c=1 d=0.0430669 t=1363
shi 	时	c=13 d=2.36351 t=1363
shi 	是	c=19 d=2.92183 t=1363
shi 	湿	c=1 d=0.666977 t=1363
shi ba 	是吧	c=6 d=0.154588 t=1363
shi bai 	失败	c=4 d=0.516236 t=1363
shi bu shi 	是不是	c=6 d=0.068961 t=1363
shi da fu 	士大夫	c=26 d=6.73098 t=1363
shi da fu li kai jia 	士大夫离开家	c=1 d=0.15259 t=1363
shi da fu shi da fu 	士大夫士大夫	c=11 d=1.73081 t=1363
shi da fu shou dao fa sheng de shi da fu shi da fu shi da fu 	士大夫收到发生的士大夫士大夫士大夫	c=1 d=0.160414 t=1363
shi fa 	湿发	c=1 d=0.666977 t=1363
shi hou 	时候	c=2 d=0.0328978 t=1363
shi ji 	实际	c=3 d=0.0567251 t=1363
shi jian 	时间	c=2 d=0.0587567 t=1363
shi jian duan 	时间段	c=2 d=0.0578819 t=1363
shi le 	试了	c=2 d=0.286691 t=1363
shi pin 	视频	c=3 d=1.20558 t=1363
shi shi 	试试	c=2 d=0.205081 t=1363
shi ta 	是他	c=1 d=0.999856 t=1363
shi ta an mo 	是他按摩	c=1 d=0.909373 t=1363
shi wo 	是我	c=0 d=0.0543351 t=1363
shi yi 	事宜	c=2 d=1.52295 t=1363
shi yong 	使用	c=12 d=3.52565 t=1363
shi zhen 	是真	c=1 d=0.367879 t=1363
shi zi 	狮子	c=2 d=1.33063 t=1363
shou 	收	c=0 d=0.00057417 t=1363
shou dao 	受到	c=2 d=0.162944 t=1363
shou dao 	收到	c=3 d=0.313384 t=1363
shou dao fa sheng de 	收到发生的	c=4 d=0.680588 t=1363
shou dao fa sheng de fang fa 	收到发生的方法	c=1 d=0.166127 t=1363
shou dao fa sheng de feng fu de 	收到发生的丰富的	c=1 d=0.168638 t=1363
shou huo 	收获	c=3 d=0.153143 t=1363
shou ji 	手机	c=4 d=0.833109 t=1363
shou ji hao 	手机号	c=4 d=0.892384 t=1363
shou jia hou 	收加厚	c=1 d=0.00577048 t=1363
shou ni 	收你	c=2 d=0.0135097 t=1363
shou ye 	首页	c=2 d=0.30139 t=1363
shu 	书	c=7 d=2.24586 t=1363
shu ru 	输入	c=1 d=0.869358 t=1363
shu ru fa 	输入法	c=4 d=1.49003 t=1363
shu ye 	树叶	c=2 d=1.05723 t=1363
shu ye shang 	书也上	c=1 d=0.522046 t=1363
shua 	刷	c=2 d=1.94575 t=1363
shua shua 	耍耍	c=2 d=1.18607 t=1363
shuang chuan 	双传	c=2 d=1.10037 t=1363
shuang pin 	双拼	c=7 d=4.38252 t=1363
shuang pin 	双频	c=1 d=0.501576 t=1363
shui 	谁	c=0 d=0.00183156 t=1363
shun bian 	顺便	c=2 d=1.25314 t=1363
shuo 	说	c=10 d=0.980664 t=1363
shuo ming 	说明	c=2 d=0.0297671 t=1363
shuo yi sheng 	说一声	c=4 d=0.563606 t=1363
si 	死	c=2 d=0.27683 t=1363
si wang 	死亡	c=4 d=2.67489 t=1363
si ye cao 	四叶草	c=3 d=1.01947 t=1363
si yuan 	寺院	c=1 d=0.0555762 t=1363
si yuan 	思源	c=1 d=0.0558548 t=1363
song 	送	c=2 d=0.014856 t=1363
song dao 	送到	c=2 d=0.274076 t=1363
song shang 	送上	c=2 d=0.259409 t=1363
sou suo 	搜索	c=2 d=0.260709 t=1363
sui shi 	随时	c=2 d=1.2161 t=1363
suo kao lv de 	所考虑的	c=1 d=0.169459 t=1363
suo kao lv de jing fang 	所考虑的警方	c=1 d=0.154124 t=1363
suo yi shuo 	所以说	c=2 d=0.0186978 t=1363
ta 	他	c=2 d=0.206109 t=1363
ta 	她	c=2 d=0.0240084 t=1363
ta na 	他那	c=2 d=0.0124088 t=1363
tai 	台	c=2 d=0.961413 t=1363
tai 	太	c=1 d=0.524348 t=1363
tan 	弹	c=2 d=0.019854 t=1363
tang fa 	烫发	c=2 d=1.53058 t=1363
tang ping 	躺平	c=2 d=0.0303685 t=1363
tang shi 	唐诗	c=1 d=0.0428521 t=1363
tang shi zong he zheng 	唐氏综合症	c=1 d=0.0434998 t=1363
tao bao 	淘宝	c=4 d=0.0616821 t=1363
te bie 	特别	c=2 d=0.110322 t=1363
te yi 	特意	c=2 d=0.491963 t=1363
ti jiao 	提交	c=4 d=0.261358 t=1363
ti shi 	提示	c=12 d=3.89067 t=1363
ti xing 	提醒	c=3 d=0.591611 t=1363
tian 	天	c=2 d=0.0314502 t=1363
tian jia 	添加	c=9 d=2.32928 t=1363
tian mao 	天猫	c=8 d=1.42263 t=1363
tian mao jing ling 	天猫精灵	c=4 d=0.866509 t=1363
tiao shi 	调试	c=8 d=1.76752 t=1363
tiao wu 	跳舞	c=2 d=1.06785 t=1363
ting 	听	c=2 d=0.180081 t=1363
ting 	挺	c=5 d=0.248532 t=1363
ting ge 	听歌	c=2 d=0.0550589 t=1363
ting zhe 	听着	c=2 d=0.0338996 t=1363
tong guo 	通过	c=2 d=0.0380311 t=1363
tou su 	投诉	c=2 d=0.923116 t=1363
tou xiang 	头像	c=2 d=0.265976 t=1363
tu 	图	c=2 d=1.08399 t=1363
tu ran 	突然	c=9 d=2.47043 t=1363
tui chi 	推迟	c=2 d=0.0311372 t=1363
tui chu 	推出	c=1 d=0.249075 t=1363
tui chu 	退出	c=4 d=1.9169 t=1363
tui le 	退了	c=4 d=3.17179 t=1363
wai di 	外地	c=2 d=0.113115 t=1363
wan 	玩	c=4 d=1.05133 t=1363
wan cheng 	完成	c=4 d=1.10419 t=1363
wan shang 	晚上	c=5 d=0.481734 t=1363
wan shou ji 	玩手机	c=2 d=0.357239 t=1363
wan yi 	玩意	c=4 d=0.47273 t=1363
wan you xi 	玩游戏	c=2 d=1.02086 t=1363
wang chong yang 	王重阳	c=2 d=0.0208719 t=1363
wang ke 	网客	c=1 d=0.0639279 t=1363
wang le 	忘了	c=2 d=1.49279 t=1363
wang luo 	网络	c=3 d=0.423994 t=1363
wang shang 	网上	c=3 d=0.415368 t=1363
wei 	为	c=0 d=0.0904837 t=1363
wei le 	为了	c=2 d=0.9471 t=1363
wei ruan 	微软	c=2 d=0.109772 t=1363
wei xin 	微信	c=2 d=0.80304 t=1363
wei zhi 	位置	c=2 d=0.660769 t=1363
wen 	文	c=2 d=0.263329 t=1363
wen 	问	c=1 d=0.878095 t=1363
wen jian 	文件	c=6 d=1.90722 t=1363
wen jian jia 	文件夹	c=2 d=1.09488 t=1363
wo 	㱧	c=-1 d=0 t=1363
wo 	䇶	c=-1 d=0 t=1363
wo 	倭	c=-1 d=0 t=1363
wo 	卧	c=2 d=1.03547 t=1363
wo 	唩	c=3 d=1.83244 t=1363
wo 	媉	c=-1 d=0 t=1363
wo 	幄	c=1 d=0.909373 t=1363
wo 	我	c=25 d=10.9978 t=1363
wo 	擭	c=-1 d=0 t=1363
wo 	枂	c=-1 d=0 t=1363
wo 	沃	c=-1 d=0 t=1363
wo 	涡	c=2 d=1.89771 t=1363
wo 	涴	c=1 d=0.980199 t=1363
wo 	涴们	c=1 d=0.980199 t=1363
wo 	渥	c=2 d=0.970446 t=1363
wo 	濣	c=2 d=1.98506 t=1363
wo 	肟	c=-1 d=0 t=1363
wo 	臒	c=-1 d=0 t=1363
wo 	龌	c=-1 d=0 t=1363
wo 	𤆏	c=-1 d=0 t=1363
wo men 	幄们	c=1 d=0.937067 t=1363
wo men 	我们	c=21 d=11.1267 t=1363
wo men 	渥们	c=1 d=0.970446 t=1363
wo men de 	卧们的	c=1 d=0.941765 t=1363
wo men de 	我们的	c=-1 d=0.965605 t=1363
wo men de jia 	我们的家	c=2 d=1.90438 t=1363
wo qu 	我去	c=2 d=0.16376 t=1363
wu 	无	c=3 d=2.65979 t=1363
wu fa 	无法	c=6 d=5.74242 t=1363
wu li 	屋里	c=1 d=0.140156 t=1363
wu ti shi 	无题诗	c=1 d=0.941765 t=1363
wu xian 	无线	c=4 d=0.760832 t=1363
wu xian wang 	无线网	c=2 d=0.470316 t=1363
wu xu 	无需	c=2 d=0.63486 t=1363
wu zheng zhuang 	无症状	c=4 d=0.63882 t=1363
xi 	悉	c=2 d=0.154224 t=1363
xi 	系	c=3 d=1.78155 t=1363
xi chang jie 	西长街	c=2 d=0.298391 t=1363
xi niu 	犀牛	c=1 d=0.0769192 t=1363
xi tong 	系统	c=2 d=0.281014 t=1363
xia 	下	c=6 d=2.87985 t=1363
xia dan 	下单	c=2 d=0.0457597 t=1363
xia la 	下拉	c=2 d=0.310568 t=1363
xia le 	瞎了	c=2 d=0.21345 t=1363
xia zai 	下载	c=12 d=3.48313 t=1363
xian 	先	c=3 d=1.64828 t=1363
xian 	现	c=4 d=0.0894858 t=1363
xian 	闲	c=4 d=2.07873 t=1363
xian cha 	县差	c=1 d=0.313486 t=1363
xian chuan 	先传	c=1 d=0.0220377 t=1363
xian shi 	现实	c=1 d=0.715235 t=1363
xian shi 	现实点	c=1 d=0.650509 t=1363
xian yong 	先用	c=1 d=0.0207543 t=1363
xian yong 	掀涌	c=1 d=0.0208584 t=1363
xian yong 	现用	c=2 d=0.0418212 t=1363
xian zai 	现在	c=12 d=2.23098 t=1363
xian zhao 	先照	c=2 d=0.0437462 t=1363
xiang 	乡	c=1 d=1 t=1363
xiang ji 	相机	c=1 d=0.021068 t=1363
xiang le 	响了	c=2 d=0.0561712 t=1363
xiang mu 	项目	c=4 d=1.46304 t=1363
xiang mu guan li ruan jian 	项目管理软件	c=1 d=0.431452 t=1363
xiang qi 	香气	c=4 d=3.06907 t=1363
xiang yue 	相约	c=2 d=1.68312 t=1363
xiao 	小	c=3 d=0.901392 t=1363
xiao ha ha 	笑哈哈	c=1 d=0.545996 t=1363
xiao ha ha di 	笑哈哈地	c=1 d=0.496585 t=1363
xiao hai 	小孩	c=2 d=0.0358163 t=1363
xiao he 	小鹤	c=5 d=3.18347 t=1363
xiao he shuang pin 	小鹤双拼	c=1 d=0.540641 t=1363
xiao jie 	小姐	c=2 d=0.0165007 t=1363
xiao jin yu 	小金鱼	c=2 d=0.0765852 t=1363
xiao lang hao 	小狼毫	c=2 d=1.01071 t=1363
xiao nian 	小年	c=2 d=0.0593472 t=1363
xiao ting yuan 	小庭院	c=2 d=1.44145 t=1363
xie ri ji 	写日记	c=2 d=1.63338 t=1363
xie tong 	协同	c=1 d=0.469729 t=1363
xie xie 	谢谢	c=2 d=0.368118 t=1363
xie zai 	卸载	c=6 d=2.10729 t=1363
xin 	心	c=2 d=0.0916892 t=1363
xin 	新	c=3 d=0.259795 t=1363
xin ku le 	辛苦了	c=2 d=0.130113 t=1363
xin sheng 	新生	c=2 d=1.02086 t=1363
xin si 	心思	c=2 d=0.118321 t=1363
xin teng 	心疼	c=2 d=0.0342403 t=1363
xin xi 	信息	c=4 d=0.2401 t=1363
xin you xi 	新游戏	c=2 d=0.216676 t=1363
xing 	性	c=2 d=0.0163365 t=1363
xing 	行	c=1 d=0.205852 t=1363
xing wei 	行为	c=2 d=1.00441 t=1363
xing wei lei tou su 	行为类投诉	c=2 d=0.878688 t=1363
xing wei wei 	行为为	c=1 d=0.909373 t=1363
xiong 	熊	c=2 d=1.32399 t=1363
xiu dao 	嗅到	c=2 d=1.47057 t=1363
xiu gai 	修改	c=4 d=1.3579 t=1363
xiu xian 	休闲	c=2 d=0.919109 t=1363
xu 	须	c=2 d=0.0444073 t=1363
xu fei 	续费	c=2 d=0.0139909 t=1363
xu yao 	需要	c=4 d=0.593525 t=1363
xuan xiu 	选秀	c=1 d=0.733447 t=1363
xue 	薛	c=2 d=0.211327 t=1363
xue xi 	学习	c=2 d=1.60906 t=1363
xun lian 	训练	c=2 d=1.344 t=1363
ya 	呀	c=2 d=1.17427 t=1363
ya hei 	雅黑	c=2 d=0.110322 t=1363
ya hou 	押后	c=0 d=0.0139457 t=1363
ya xia qu 	压下去	c=2 d=0.650931 t=1363
yan hua 	烟花	c=2 d=0.0714076 t=1363
yan jing 	眼镜	c=2 d=0.0659175 t=1363
yan zhong 	严重	c=4 d=0.534724 t=1363
yang 	羊	c=1 d=0.0166557 t=1363
yang 	阳	c=2 d=0.0333949 t=1363
yang guo 	杨过	c=4 d=0.0434107 t=1363
yang kang 	杨康	c=2 d=0.0207678 t=1363
yao 	药	c=1 d=0.318224 t=1363
yao 	要	c=10 d=2.87793 t=1363
yao bai 	摇摆	c=2 d=1.01071 t=1363
yao qiu 	要求	c=1 d=0.0259756 t=1363
yao shi 	要是	c=3 d=0.437631 t=1363
ye 	也	c=10 d=2.22975 t=1363
ye 	晔	c=5 d=1.01405 t=1363
ye mian 	页面	c=2 d=0.265976 t=1363
ye shang 	也上	c=1 d=0.576604 t=1363
yi 	已	c=4 d=0.153084 t=1363
yi ba 	一把	c=2 d=1.77828 t=1363
yi ban 	一半	c=1 d=0.327915 t=1363
yi ban 	一般	c=4 d=1.09733 t=1363
yi da 	一大	c=0 d=0.0254107 t=1363
yi da dai 	一大带	c=1 d=0.255381 t=1363
yi da zao 	一大早	c=2 d=0.162131 t=1363
yi dong ba 	移动靶	c=2 d=1.65806 t=1363
yi duo 	一朵	c=2 d=0.932999 t=1363
yi ge 	一个	c=6 d=1.89771 t=1363
yi hou 	以后	c=2 d=0.0675862 t=1363
yi hui 	一会	c=2 d=0.388932 t=1363
yi jing 	已经	c=9 d=1.23405 t=1363
yi jiu 	依旧	c=2 d=0.126901 t=1363
yi mei 	一枚	c=2 d=0.0777427 t=1363
yi nian ji 	一年级	c=2 d=0.0837976 t=1363
yi qian 	以前	c=6 d=0.220302 t=1363
yi qing 	疫情	c=4 d=0.157734 t=1363
yi sheng bu xiang 	一声不响	c=2 d=1.2222 t=1363
yi xia 	一下	c=4 d=0.400538 t=1363
yi xie 	一些	c=2 d=1.2161 t=1363
yi yang 	一样	c=4 d=0.867552 t=1363
yi zhi 	一直	c=4 d=1.87906 t=1363
yin xing 	阴性	c=1 d=0.0107807 t=1363
ying gai 	应该	c=6 d=1.41373 t=1363
ying yong 	应用	c=4 d=1.63107 t=1363
yong 	用	c=5 d=1.13608 t=1363
yong bu liao 	用不了	c=2 d=0.705146 t=1363
you 	有	c=7 d=0.659796 t=1363
you ge 	有个	c=2 d=0.0846398 t=1363
you ge ren 	有个人	c=2 d=0.0168341 t=1363
you hua 	优化	c=6 d=1.53527 t=1363
you hui 	优惠	c=2 d=0.0133085 t=1363
you huo 	有货	c=2 d=0.0382217 t=1363
you mu you 	有木有	c=2 d=0.905425 t=1363
you sha 	有啥	c=2 d=0.011982 t=1363
you xi 	游戏	c=2 d=0.874283 t=1363
you xian 	有线	c=2 d=0.295422 t=1363
you yi 	有一	c=1 d=0.52197 t=1363
you yi tai 	有一太	c=1 d=0.474734 t=1363
you zai 	又在	c=2 d=1.01577 t=1363
yu 	与	c=4 d=1.22169 t=1363
yu dao guo 	遇到过	c=2 d=0.909963 t=1363
yu le 	娱乐	c=2 d=0.923716 t=1363
yu ming 	域名	c=6 d=3.88581 t=1363
yu rong fu 	羽绒服	c=3 d=0.572332 t=1363
yu wen 	语文	c=2 d=1.5002 t=1363
yu yin 	语音	c=4 d=1.13435 t=1363
yuan di 	原地	c=1 d=0.0948367 t=1363
yuan ma bao 	源码包	c=1 d=0.106992 t=1363
yue du 	阅读	c=6 d=1.35746 t=1363
yun 	云	c=6 d=4.09406 t=1363
yun 	晕	c=3 d=1.04838 t=1363
yun jing 	运镜	c=6 d=3.63662 t=1363
yun ke fu 	云客服	c=2 d=0.152689 t=1363
yun xing 	运行	c=2 d=1.03629 t=1363
za 	咋	c=2 d=0.3029 t=1363
zai 	再	c=6 d=2.78276 t=1363
zai 	在	c=13 d=3.74419 t=1363
zai mai 	再买	c=2 d=0.0503201 t=1363
zai ren 	在人	c=2 d=1.73438 t=1363
zai xian 	在线	c=4 d=0.615945 t=1363
zan 	咱	c=2 d=0.606924 t=1363
zao shang 	早上	c=4 d=0.273797 t=1363
zen me 	怎么	c=2 d=0.014345 t=1363
zhai 	摘	c=2 d=0.0681162 t=1363
zhai 	摘了	c=1 d=0.0332068 t=1363
zhan dian 	站点	c=1 d=0.123613 t=1363
zhang hao 	帐号	c=2 d=0.0464513 t=1363
zhang lao 	长老	c=4 d=0.677989 t=1363
zhang peng 	帐篷	c=2 d=0.20818 t=1363
zhang zai 	长在	c=2 d=0.956618 t=1363
zhao 	照	c=2 d=0.0448536 t=1363
zhao pian 	照片	c=6 d=0.198417 t=1363
zhao xiang 	照相	c=2 d=0.0422416 t=1363
zhao zhe 	找这	c=1 d=0.159614 t=1363
zhao zhe 	照着	c=1 d=0.153355 t=1363
zhe 	着	c=4 d=0.343247 t=1363
zhe 	这	c=12 d=2.26026 t=1363
zhe bian 	这边	c=2 d=0.56307 t=1363
zhe duan shi jian 	这段时间	c=2 d=0.0605461 t=1363
zhe ge 	这个	c=10 d=0.74424 t=1363
zhe hua 	着花	c=1 d=0.740818 t=1363
zhe huo ji 	这伙计	c=1 d=0.145876 t=1363
zhe jiu 	这就	c=2 d=1.37802 t=1363
zhe li 	这里	c=2 d=1.85086 t=1363
zhe lia 	这俩	c=2 d=0.0157747 t=1363
zhe me 	这么	c=3 d=0.965605 t=1363
zhe shi 	这是	c=4 d=0.167114 t=1363
zhe wu 	这五	c=1 d=0.139457 t=1363
zhe yi bu 	这一步	c=2 d=0.285261 t=1363
zhe you xi 	这游戏	c=2 d=1.26573 t=1363
zhe zhong 	这种	c=1 d=0.826959 t=1363
zhen 	真	c=2 d=0.0299927 t=1363
zhen 	阵	c=2 d=1.43426 t=1363
zhen shi 	真是	c=1 d=0.708118 t=1363
zhen shi dian 	真是点	c=1 d=0.644036 t=1363
zheng 	帧	c=1 d=0.882497 t=1363
zheng qian 	挣钱	c=2 d=0.0187109 t=1363
zheng shu 	证书	c=6 d=0.640373 t=1363
zhi 	知	c=6 d=2.08489 t=1363
zhi 	纸	c=1 d=0.00839097 t=1363
zhi 	置	c=2 d=1.93605 t=1363
zhi chi 	支持	c=2 d=0.293948 t=1363
zhi dao 	知道	c=2 d=0.574445 t=1363
zhi jie 	直接	c=14 d=3.26741 t=1363
zhi jie han 	直接汗	c=1 d=0.366045 t=1363
zhi neng 	只能	c=5 d=1.41336 t=1363
zhi qian 	之前	c=4 d=0.102802 t=1363
zhi shang 	之上	c=1 d=0.489192 t=1363
zhi shi 	只是	c=2 d=0.942376 t=1363
zhi wang 	指望	c=2 d=0.0188857 t=1363
zhi ye 	枝叶	c=1 d=0.491644 t=1363
zhong 	中	c=2 d=0.273525 t=1363
zhong 	种	c=2 d=0.260709 t=1363
zhong fan 	中饭	c=1 d=0.908828 t=1363
zhou 	周	c=2 d=0.063017 t=1363
zhua jin shi jian 	抓紧时间	c=2 d=0.0155398 t=1363
zhuan xiang 	专项	c=2 d=0.0183275 t=1363
zhuang 	装	c=2 d=0.664081 t=1363
zhuo mian 	桌面	c=2 d=1.79616 t=1363
zi 	梓	c=2 d=0.224693 t=1363
zi ding yi 	自定义	c=3 d=1.04442 t=1363
zi dong 	自动	c=7 d=4.5791 t=1363
zi dong dong 	自动动	c=1 d=0.509156 t=1363
zi shen 	自身	c=2 d=1.86946 t=1363
zong jie 	总结	c=2 d=0.0801103 t=1363
zong shi 	总是	c=2 d=0.232387 t=1363
zou 	走	c=2 d=0.767704 t=1363
zou dao 	走到	c=2 d=1.41291 t=1363
zou guo qu 	走过去	c=2 d=0.0170885 t=1363
zou kai 	走开	c=2 d=0.355457 t=1363
zu zhi 	阻止	c=1 d=0.0796475 t=1363
zu zhi fang wen 	阻止访问	c=1 d=0.0724398 t=1363
zu zhi zhe 	组织者	c=1 d=0.847894 t=1363
zui duo 	最多	c=2 d=1.24067 t=1363
zui hou 	最后	c=2 d=1.96531 t=1363
zui jin 	最近	c=2 d=1.204 t=1363
zuo 	做	c=2 d=1.38493 t=1363
zuo dao gao 	做祷告	c=2 d=1.42711 t=1363
zuo gong 	做工	c=0 d=0.000843808 t=1363
zuo gong qu 	做工去	c=1 d=0.00848038 t=1363
zuo wan 	昨晚	c=2 d=0.0706971 t=1363
zuo yong 	作用	c=2 d=0.211858 t=1363
zuo zai 	坐在	c=2 d=1.65806 t=1363
